id,code,siruta_code,level,parent_code,name_ro,nuts,type,urban,source
2319,130062,130062,LAU,OT,VOINEASA,RO414,3,0,SIRUTA
2320,130124,130124,LAU,OT,VULPENI,RO414,3,0,SIRUTA
2321,130231,130231,LAU,OT,VULTUREŞTI,RO414,3,0,SIRUTA
2220,130286,130286,LAU,OT,BĂLTENI,RO414,3,0,SIRUTA
2228,130295,130295,LAU,OT,CĂLUI,RO414,3,0,SIRUTA
2250,130302,130302,LAU,OT,GĂVĂNEŞTI,RO414,3,0,SIRUTA
2251,130311,130311,LAU,OT,GHIMPEŢENI,RO414,3,0,SIRUTA
2255,130320,130320,LAU,OT,GRĂDINILE,RO414,3,0,SIRUTA
2257,130339,130339,LAU,OT,GURA PADINII,RO414,3,0,SIRUTA
2261,130348,130348,LAU,OT,IPOTEŞTI,RO414,3,0,SIRUTA
2276,130357,130357,LAU,OT,OSICA DE JOS,RO414,3,0,SIRUTA
2288,130366,130366,LAU,OT,SÂRBII - MĂGURA,RO414,3,0,SIRUTA
2316,130375,130375,LAU,OT,VIŞINA NOUĂ,RO414,3,0,SIRUTA
2294,130384,130384,LAU,OT,ŞOPÂRLIŢA,RO414,3,0,SIRUTA
2322,130534,130534,LAU,PH,MUNICIPIUL PLOIEŞTI,RO316,1,1,SIRUTA
2346,130552,130552,LAU,PH,BĂRCĂNEŞTI,RO316,3,0,SIRUTA
2348,130614,130614,LAU,PH,BERCENI,RO316,3,0,SIRUTA
2350,130678,130678,LAU,PH,BLEJOI,RO316,3,0,SIRUTA
2352,130712,130712,LAU,PH,BRAZI,RO316,3,0,SIRUTA
2354,130785,130785,LAU,PH,BUCOV,RO316,3,0,SIRUTA
2392,130847,130847,LAU,PH,PĂULEŞTI,RO316,3,0,SIRUTA
2415,130892,130892,LAU,PH,TÂRGŞORU VECHI,RO316,3,0,SIRUTA
2324,130954,130954,LAU,PH,ORAŞ AZUGA,RO316,2,1,SIRUTA
2325,130981,130981,LAU,PH,ORAŞ BĂICOI,RO316,2,1,SIRUTA
2326,131069,131069,LAU,PH,ORAŞ BOLDEŞTI-SCĂENI,RO316,2,1,SIRUTA
2327,131103,131103,LAU,PH,ORAŞ BREAZA,RO316,2,1,SIRUTA
2328,131210,131210,LAU,PH,ORAŞ BUŞTENI,RO316,2,1,SIRUTA
2323,131256,131256,LAU,PH,MUNICIPIUL CÂMPINA,RO316,4,1,SIRUTA
2395,131274,131274,LAU,PH,POIANA CÂMPINA,RO316,3,0,SIRUTA
2329,131336,131336,LAU,PH,ORAŞ COMARNIC,RO316,2,1,SIRUTA
2330,131407,131407,LAU,PH,ORAŞ MIZIL,RO316,2,1,SIRUTA
2331,131443,131443,LAU,PH,ORAŞ PLOPENI,RO316,2,1,SIRUTA
2369,131461,131461,LAU,PH,DUMBRĂVEŞTI,RO316,3,0,SIRUTA
2332,131540,131540,LAU,PH,ORAŞ SINAIA,RO316,2,1,SIRUTA
2333,131577,131577,LAU,PH,ORAŞ SLĂNIC,RO316,2,1,SIRUTA
2334,131620,131620,LAU,PH,ORAŞ URLAŢI,RO316,2,1,SIRUTA
212,13169,13169,LAU,AG,MUNICIPIUL PITEŞTI,RO311,1,1,SIRUTA
2335,131817,131817,LAU,PH,ORAŞ VĂLENII DE MUNTE,RO316,2,1,SIRUTA
2380,131835,131835,LAU,PH,GURA VITIOAREI,RO316,3,0,SIRUTA
228,13187,13187,LAU,AG,BASCOV,RO311,3,0,SIRUTA
2336,131899,131899,LAU,PH,ADUNAŢI,RO316,3,0,SIRUTA
2337,131933,131933,LAU,PH,ALBEŞTI-PALEOLOGU,RO316,3,0,SIRUTA
2338,131988,131988,LAU,PH,ALUNIŞ,RO316,3,0,SIRUTA
2339,132011,132011,LAU,PH,APOSTOLACHE,RO316,3,0,SIRUTA
2340,132075,132075,LAU,PH,ARICEŞTII RAHTIVANI,RO316,3,0,SIRUTA
2341,132137,132137,LAU,PH,ARICEŞTII ZELETIN,RO316,3,0,SIRUTA
2342,132164,132164,LAU,PH,BABA ANA,RO316,3,0,SIRUTA
2343,132226,132226,LAU,PH,BALTA DOAMNEI,RO316,3,0,SIRUTA
2344,132271,132271,LAU,PH,BĂLŢEŞTI,RO316,3,0,SIRUTA
2345,132315,132315,LAU,PH,BĂNEŞTI,RO316,3,0,SIRUTA
2349,132342,132342,LAU,PH,BERTEA,RO316,3,0,SIRUTA
2351,132379,132379,LAU,PH,BOLDEŞTI-GRADIŞTEA,RO316,3,0,SIRUTA
2353,132404,132404,LAU,PH,BREBU,RO316,3,0,SIRUTA
2355,132459,132459,LAU,PH,CĂLUGĂRENI,RO316,3,0,SIRUTA
2356,132486,132486,LAU,PH,CĂRBUNEŞTI,RO316,3,0,SIRUTA
2357,132510,132510,LAU,PH,CEPTURA,RO316,3,0,SIRUTA
2358,132574,132574,LAU,PH,CERAŞU,RO316,3,0,SIRUTA
2359,132645,132645,LAU,PH,CHIOJDEANCA,RO316,3,0,SIRUTA
2360,132681,132681,LAU,PH,CIORANI,RO316,3,0,SIRUTA
2362,132716,132716,LAU,PH,COCORĂŞTII MISLII,RO316,3,0,SIRUTA
2363,132752,132752,LAU,PH,COLCEAG,RO316,3,0,SIRUTA
234,13276,13276,LAU,AG,BRADU,RO311,3,0,SIRUTA
2364,132805,132805,LAU,PH,CORNU,RO316,3,0,SIRUTA
2365,132841,132841,LAU,PH,COSMINELE,RO316,3,0,SIRUTA
2367,132896,132896,LAU,PH,DRAJNA,RO316,3,0,SIRUTA
216,13301,13301,LAU,AG,ORAŞ MIOVENI,RO311,2,1,SIRUTA
2366,133018,133018,LAU,PH,DRĂGĂNEŞTI,RO316,3,0,SIRUTA
2368,133090,133090,LAU,PH,DUMBRAVA,RO316,3,0,SIRUTA
2371,133161,133161,LAU,PH,FILIPEŞTII DE PĂDURE,RO316,3,0,SIRUTA
2372,133214,133214,LAU,PH,FILIPEŞTII DE TÂRG,RO316,3,0,SIRUTA
2370,133278,133278,LAU,PH,FÂNTÂNELE,RO316,3,0,SIRUTA
2373,133330,133330,LAU,PH,FLOREŞTI,RO316,3,0,SIRUTA
2374,133394,133394,LAU,PH,FULGA,RO316,3,0,SIRUTA
2375,133429,133429,LAU,PH,GHERGHIŢA,RO316,3,0,SIRUTA
2376,133508,133508,LAU,PH,GORGOTA,RO316,3,0,SIRUTA
2377,133562,133562,LAU,PH,GORNET,RO316,3,0,SIRUTA
2378,133615,133615,LAU,PH,GORNET-CRICOV,RO316,3,0,SIRUTA
269,13365,13365,LAU,AG,MĂRĂCINENI,RO311,3,0,SIRUTA
2379,133688,133688,LAU,PH,GURA VADULUI,RO316,3,0,SIRUTA
2381,133722,133722,LAU,PH,IORDĂCHEANU,RO316,3,0,SIRUTA
2382,133795,133795,LAU,PH,IZVOARELE,RO316,3,0,SIRUTA
2383,133866,133866,LAU,PH,JUGURENI,RO316,3,0,SIRUTA
2384,133919,133919,LAU,PH,LAPOŞ,RO316,3,0,SIRUTA
217,13392,13392,LAU,AG,ORAŞ ŞTEFĂNEŞTI,RO311,2,1,SIRUTA
2385,133964,133964,LAU,PH,LIPĂNEŞTI,RO316,3,0,SIRUTA
2386,134014,134014,LAU,PH,MĂGURELE,RO316,3,0,SIRUTA
2387,134050,134050,LAU,PH,MĂGURENI,RO316,3,0,SIRUTA
2388,134096,134096,LAU,PH,MĂNECIU,RO316,3,0,SIRUTA
2389,134194,134194,LAU,PH,MĂNEŞTI,RO316,3,0,SIRUTA
2391,134336,134336,LAU,PH,PĂCUREŢI,RO316,3,0,SIRUTA
2393,134390,134390,LAU,PH,PLOPU,RO316,3,0,SIRUTA
2394,134443,134443,LAU,PH,PODENII NOI,RO316,3,0,SIRUTA
2396,134559,134559,LAU,PH,POIENARII BURCHII,RO316,3,0,SIRUTA
2397,134648,134648,LAU,PH,POSEŞTI,RO316,3,0,SIRUTA
2398,134755,134755,LAU,PH,PREDEAL-SĂRARI,RO316,3,0,SIRUTA
58,1348,1348,LAU,AB,MUNICIPIUL BLAJ,RO121,4,1,SIRUTA
2399,134853,134853,LAU,PH,PROVIŢA DE JOS,RO316,3,0,SIRUTA
2400,134899,134899,LAU,PH,PROVIŢA DE SUS,RO316,3,0,SIRUTA
213,13490,13490,LAU,AG,MUNICIPIUL CÂMPULUNG,RO311,4,1,SIRUTA
2401,134942,134942,LAU,PH,PUCHENII MARI,RO316,3,0,SIRUTA
2402,135020,135020,LAU,PH,RÂFOV,RO316,3,0,SIRUTA
2403,135128,135128,LAU,PH,SALCIA,RO316,3,0,SIRUTA
2404,135146,135146,LAU,PH,SĂLCIILE,RO316,3,0,SIRUTA
2406,135164,135164,LAU,PH,SCORŢENI,RO316,3,0,SIRUTA
2407,135226,135226,LAU,PH,SECĂRIA,RO316,3,0,SIRUTA
300,13524,13524,LAU,AG,VALEA MARE PRAVĂŢ,RO311,3,0,SIRUTA
2405,135244,135244,LAU,PH,SÂNGERU,RO316,3,0,SIRUTA
2411,135315,135315,LAU,PH,STARCHIOJD,RO316,3,0,SIRUTA
2413,135404,135404,LAU,PH,SURANI,RO316,3,0,SIRUTA
2408,135431,135431,LAU,PH,ŞIRNA,RO316,3,0,SIRUTA
2409,135501,135501,LAU,PH,ŞOIMARI,RO316,3,0,SIRUTA
2410,135547,135547,LAU,PH,ŞOTRILE,RO316,3,0,SIRUTA
2412,135618,135618,LAU,PH,ŞTEFEŞTI,RO316,3,0,SIRUTA
2414,135654,135654,LAU,PH,TALEA,RO316,3,0,SIRUTA
2416,135681,135681,LAU,PH,TĂTARU,RO316,3,0,SIRUTA
2417,135725,135725,LAU,PH,TEIŞANI,RO316,3,0,SIRUTA
2418,135789,135789,LAU,PH,TELEGA,RO316,3,0,SIRUTA
2419,135850,135850,LAU,PH,TINOSU,RO316,3,0,SIRUTA
2420,135896,135896,LAU,PH,TOMŞANI,RO316,3,0,SIRUTA
2423,135949,135949,LAU,PH,VALEA CĂLUGĂREASCĂ,RO316,3,0,SIRUTA
2424,136107,136107,LAU,PH,VALEA DOFTANEI,RO316,3,0,SIRUTA
2425,136134,136134,LAU,PH,VĂRBILĂU,RO316,3,0,SIRUTA
2422,136198,136198,LAU,PH,VÂLCĂNEŞTI,RO316,3,0,SIRUTA
214,13622,13622,LAU,AG,MUNICIPIUL CURTEA DE ARGEŞ,RO311,4,1,SIRUTA
2361,136241,136241,LAU,PH,COCORĂŞTII COLŢ,RO316,3,0,SIRUTA
2390,136250,136250,LAU,PH,OLARI,RO316,3,0,SIRUTA
2421,136269,136269,LAU,PH,VADU SĂPAT,RO316,3,0,SIRUTA
2347,136278,136278,LAU,PH,BĂTRÂNI,RO316,3,0,SIRUTA
2426,136483,136483,LAU,SM,MUNICIPIUL SATU MARE,RO115,1,1,SIRUTA
2427,136526,136526,LAU,SM,MUNICIPIUL CAREI,RO115,4,1,SIRUTA
2446,136553,136553,LAU,SM,CĂPLENI,RO115,3,0,SIRUTA
2430,136599,136599,LAU,SM,ORAŞ NEGREŞTI-OAŞ,RO115,2,1,SIRUTA
2431,136642,136642,LAU,SM,ORAŞ TĂŞNAD,RO115,2,1,SIRUTA
215,13668,13668,LAU,AG,ORAŞ COSTEŞTI,RO311,2,1,SIRUTA
2432,136713,136713,LAU,SM,ACÂŞ,RO115,3,0,SIRUTA
2434,136768,136768,LAU,SM,ANDRID,RO115,3,0,SIRUTA
2435,136802,136802,LAU,SM,APA,RO115,3,0,SIRUTA
2428,136848,136848,LAU,SM,ORAŞ ARDUD,RO115,2,1,SIRUTA
2437,136919,136919,LAU,SM,BĂTARCI,RO115,3,0,SIRUTA
2438,136964,136964,LAU,SM,BELTIUG,RO115,3,0,SIRUTA
2439,137032,137032,LAU,SM,BERVENI,RO115,3,0,SIRUTA
2440,137069,137069,LAU,SM,BIXAD,RO115,3,0,SIRUTA
2436,137103,137103,LAU,SM,BÂRSĂU,RO115,3,0,SIRUTA
2441,137130,137130,LAU,SM,BOGDAND,RO115,3,0,SIRUTA
2442,137185,137185,LAU,SM,BOTIZ,RO115,3,0,SIRUTA
2443,137229,137229,LAU,SM,CĂLINEŞTI-OAŞ,RO115,3,0,SIRUTA
2444,137274,137274,LAU,SM,CĂMĂRZANA,RO115,3,0,SIRUTA
2447,137292,137292,LAU,SM,CĂUAŞ,RO115,3,0,SIRUTA
2448,137363,137363,LAU,SM,CEHAL,RO115,3,0,SIRUTA
2449,137407,137407,LAU,SM,CERTEZE,RO115,3,0,SIRUTA
2451,137443,137443,LAU,SM,CRAIDOROLŢ,RO115,3,0,SIRUTA
2452,137504,137504,LAU,SM,CRUCIŞOR,RO115,3,0,SIRUTA
2453,137540,137540,LAU,SM,CULCIU,RO115,3,0,SIRUTA
218,13757,13757,LAU,AG,ORAŞ TOPOLOVENI,RO311,2,1,SIRUTA
2454,137611,137611,LAU,SM,DOBA,RO115,3,0,SIRUTA
2455,137675,137675,LAU,SM,DOROLŢ,RO115,3,0,SIRUTA
2456,137728,137728,LAU,SM,FOIENI,RO115,3,0,SIRUTA
2457,137746,137746,LAU,SM,GHERŢA MICĂ,RO115,3,0,SIRUTA
2458,137764,137764,LAU,SM,HALMEU,RO115,3,0,SIRUTA
2459,137844,137844,LAU,SM,HODOD,RO115,3,0,SIRUTA
2460,137899,137899,LAU,SM,HOMOROADE,RO115,3,0,SIRUTA
2461,137960,137960,LAU,SM,LAZURI,RO115,3,0,SIRUTA
2429,138039,138039,LAU,SM,ORAŞ LIVADA,RO115,2,1,SIRUTA
2462,138084,138084,LAU,SM,MEDIEŞU AURIT,RO115,3,0,SIRUTA
2463,138164,138164,LAU,SM,MICULA,RO115,3,0,SIRUTA
219,13819,13819,LAU,AG,ALBEŞTII DE ARGEŞ,RO311,3,0,SIRUTA
2464,138208,138208,LAU,SM,MOFTIN,RO115,3,0,SIRUTA
2465,138280,138280,LAU,SM,ODOREU,RO115,3,0,SIRUTA
2466,138351,138351,LAU,SM,ORAŞU NOU,RO115,3,0,SIRUTA
2467,138431,138431,LAU,SM,PĂULEŞTI,RO115,3,0,SIRUTA
2468,138501,138501,LAU,SM,PETREŞTI,RO115,3,0,SIRUTA
2469,138538,138538,LAU,SM,PIR,RO115,3,0,SIRUTA
2470,138574,138574,LAU,SM,PIŞCOLT,RO115,3,0,SIRUTA
2471,138618,138618,LAU,SM,POMI,RO115,3,0,SIRUTA
2475,138663,138663,LAU,SM,SANISLĂU,RO115,3,0,SIRUTA
2476,138734,138734,LAU,SM,SANTĂU,RO115,3,0,SIRUTA
2474,138770,138770,LAU,SM,SĂCĂŞENI,RO115,3,0,SIRUTA
2477,138805,138805,LAU,SM,SĂUCA,RO115,3,0,SIRUTA
2478,138869,138869,LAU,SM,SOCOND,RO115,3,0,SIRUTA
220,13891,13891,LAU,AG,ALBEŞTII DE MUSCEL,RO311,3,0,SIRUTA
2479,138921,138921,LAU,SM,SUPUR,RO115,3,0,SIRUTA
2480,139009,139009,LAU,SM,TARNA MARE,RO115,3,0,SIRUTA
2482,139054,139054,LAU,SM,TEREBEŞTI,RO115,3,0,SIRUTA
2483,139107,139107,LAU,SM,TIREAM,RO115,3,0,SIRUTA
2481,139143,139143,LAU,SM,TÂRŞOLŢ,RO115,3,0,SIRUTA
2484,139170,139170,LAU,SM,TURŢ,RO115,3,0,SIRUTA
2485,139214,139214,LAU,SM,TURULUNG,RO115,3,0,SIRUTA
2486,139250,139250,LAU,SM,URZICENI,RO115,3,0,SIRUTA
2487,139287,139287,LAU,SM,VALEA VINULUI,RO115,3,0,SIRUTA
2488,139330,139330,LAU,SM,VAMA,RO115,3,0,SIRUTA
221,13935,13935,LAU,AG,ALBOTA,RO311,3,0,SIRUTA
2489,139358,139358,LAU,SM,VETIŞ,RO115,3,0,SIRUTA
2490,139394,139394,LAU,SM,VIILE SATU MARE,RO115,3,0,SIRUTA
2491,139704,139704,LAU,SJ,MUNICIPIUL ZALĂU,RO116,1,1,SIRUTA
2492,139740,139740,LAU,SJ,ORAŞ CEHU SILVANIEI,RO116,2,1,SIRUTA
2493,139811,139811,LAU,SJ,ORAŞ JIBOU,RO116,2,1,SIRUTA
2494,139884,139884,LAU,SJ,ORAŞ ŞIMLEU SILVANIEI,RO116,2,1,SIRUTA
2495,139937,139937,LAU,SJ,AGRIJ,RO116,3,0,SIRUTA
2496,139982,139982,LAU,SJ,ALMAŞU,RO116,3,0,SIRUTA
222,13999,13999,LAU,AG,ANINOASA,RO311,3,0,SIRUTA
2497,140084,140084,LAU,SJ,BĂBENI,RO116,3,0,SIRUTA
2498,140146,140146,LAU,SJ,BĂLAN,RO116,3,0,SIRUTA
2499,140208,140208,LAU,SJ,BĂNIŞOR,RO116,3,0,SIRUTA
2500,140244,140244,LAU,SJ,BENESAT,RO116,3,0,SIRUTA
2501,140280,140280,LAU,SJ,BOBOTA,RO116,3,0,SIRUTA
2502,140324,140324,LAU,SJ,BOCŞA,RO116,3,0,SIRUTA
2504,140379,140379,LAU,SJ,BUCIUMI,RO116,3,0,SIRUTA
2505,140440,140440,LAU,SJ,CAMĂR,RO116,3,0,SIRUTA
2506,140477,140477,LAU,SJ,CARASTELEC,RO116,3,0,SIRUTA
223,14049,14049,LAU,AG,AREFU,RO311,3,0,SIRUTA
2507,140501,140501,LAU,SJ,CHIEŞD,RO116,3,0,SIRUTA
2508,140547,140547,LAU,SJ,CIZER,RO116,3,0,SIRUTA
2509,140583,140583,LAU,SJ,COŞEIU,RO116,3,0,SIRUTA
2510,140627,140627,LAU,SJ,CRASNA,RO116,3,0,SIRUTA
2511,140672,140672,LAU,SJ,CREACA,RO116,3,0,SIRUTA
2513,140770,140770,LAU,SJ,CRISTOLŢ,RO116,3,0,SIRUTA
2512,140823,140823,LAU,SJ,CRIŞENI,RO116,3,0,SIRUTA
224,14085,14085,LAU,AG,BĂBANA,RO311,3,0,SIRUTA
2514,140869,140869,LAU,SJ,CUZĂPLAC,RO116,3,0,SIRUTA
2515,140958,140958,LAU,SJ,DOBRIN,RO116,3,0,SIRUTA
2516,141027,141027,LAU,SJ,DRAGU,RO116,3,0,SIRUTA
2517,141081,141081,LAU,SJ,FILDU DE JOS,RO116,3,0,SIRUTA
2518,141134,141134,LAU,SJ,GÂLGĂU,RO116,3,0,SIRUTA
2519,141232,141232,LAU,SJ,GÂRBOU,RO116,3,0,SIRUTA
2520,141312,141312,LAU,SJ,HALMĂŞD,RO116,3,0,SIRUTA
2521,141376,141376,LAU,SJ,HERECLEAN,RO116,3,0,SIRUTA
2522,141447,141447,LAU,SJ,HIDA,RO116,3,0,SIRUTA
2523,141535,141535,LAU,SJ,HOROATU CRASNEI,RO116,3,0,SIRUTA
2524,141580,141580,LAU,SJ,ILEANDA,RO116,3,0,SIRUTA
225,14165,14165,LAU,AG,BĂICULEŞTI,RO311,3,0,SIRUTA
2525,141722,141722,LAU,SJ,IP,RO116,3,0,SIRUTA
2526,141786,141786,LAU,SJ,LETCA,RO116,3,0,SIRUTA
2527,141884,141884,LAU,SJ,LOZNA,RO116,3,0,SIRUTA
2529,141946,141946,LAU,SJ,MARCA,RO116,3,0,SIRUTA
2528,142006,142006,LAU,SJ,MĂERIŞTE,RO116,3,0,SIRUTA
2530,142079,142079,LAU,SJ,MESEŞENII DE JOS,RO116,3,0,SIRUTA
2531,142122,142122,LAU,SJ,MIRŞID,RO116,3,0,SIRUTA
2532,142177,142177,LAU,SJ,NĂPRADEA,RO116,3,0,SIRUTA
2533,142239,142239,LAU,SJ,NUŞFALĂU,RO116,3,0,SIRUTA
2534,142284,142284,LAU,SJ,PERICEI,RO116,3,0,SIRUTA
2535,142337,142337,LAU,SJ,PLOPIŞ,RO116,3,0,SIRUTA
2536,142373,142373,LAU,SJ,POIANA BLENCHII,RO116,3,0,SIRUTA
2537,142426,142426,LAU,SJ,ROMÂNAŞI,RO116,3,0,SIRUTA
2538,142499,142499,LAU,SJ,RUS,RO116,3,0,SIRUTA
2540,142550,142550,LAU,SJ,SĂLĂŢIG,RO116,3,0,SIRUTA
2539,142612,142612,LAU,SJ,SÂG,RO116,3,0,SIRUTA
2542,142676,142676,LAU,SJ,SÂNMIHAIU ALMAŞULUI,RO116,3,0,SIRUTA
2545,142710,142710,LAU,SJ,SOMEŞ-ODORHEI,RO116,3,0,SIRUTA
226,14272,14272,LAU,AG,BĂLILEŞTI,RO311,3,0,SIRUTA
2546,142774,142774,LAU,SJ,SURDUC,RO116,3,0,SIRUTA
2541,142854,142854,LAU,SJ,ŞAMŞUD,RO116,3,0,SIRUTA
2543,142881,142881,LAU,SJ,ŞĂRMĂŞAG,RO116,3,0,SIRUTA
2548,142952,142952,LAU,SJ,VALCĂU DE JOS,RO116,3,0,SIRUTA
2549,143021,143021,LAU,SJ,VÂRŞOLŢ,RO116,3,0,SIRUTA
2550,143067,143067,LAU,SJ,ZALHA,RO116,3,0,SIRUTA
2551,143147,143147,LAU,SJ,ZIMBOR,RO116,3,0,SIRUTA
2552,143450,143450,LAU,SB,MUNICIPIUL SIBIU,RO126,1,1,SIRUTA
2580,143487,143487,LAU,SB,CRISTIAN,RO126,3,0,SIRUTA
2598,143502,143502,LAU,SB,POPLACA,RO126,3,0,SIRUTA
229,14352,14352,LAU,AG,BELEŢI-NEGREŞTI,RO311,3,0,SIRUTA
2601,143520,143520,LAU,SB,RĂŞINARI,RO126,3,0,SIRUTA
2607,143557,143557,LAU,SB,ŞELIMBĂR,RO126,3,0,SIRUTA
2553,143619,143619,LAU,SB,MUNICIPIUL MEDIAŞ,RO126,4,1,SIRUTA
2611,143646,143646,LAU,SB,TÂRNAVA,RO126,3,0,SIRUTA
2554,143682,143682,LAU,SB,ORAŞ AGNITA,RO126,2,1,SIRUTA
2556,143735,143735,LAU,SB,ORAŞ CISNĂDIE,RO126,2,1,SIRUTA
2557,143771,143771,LAU,SB,ORAŞ COPŞA MICĂ,RO126,2,1,SIRUTA
2558,143806,143806,LAU,SB,ORAŞ DUMBRĂVENI,RO126,2,1,SIRUTA
2560,143851,143851,LAU,SB,ORAŞ OCNA SIBIULUI,RO126,2,1,SIRUTA
2564,143888,143888,LAU,SB,ALŢINA,RO126,3,0,SIRUTA
2565,143922,143922,LAU,SB,APOLDU DE JOS,RO126,3,0,SIRUTA
2566,143959,143959,LAU,SB,ARPAŞU DE JOS,RO126,3,0,SIRUTA
2567,143995,143995,LAU,SB,AŢEL,RO126,3,0,SIRUTA
230,14405,14405,LAU,AG,BEREVOEŞTI,RO311,3,0,SIRUTA
2555,144054,144054,LAU,SB,ORAŞ AVRIG,RO126,2,1,SIRUTA
2568,144116,144116,LAU,SB,AXENTE SEVER,RO126,3,0,SIRUTA
2570,144152,144152,LAU,SB,BAZNA,RO126,3,0,SIRUTA
2571,144198,144198,LAU,SB,BIERTAN,RO126,3,0,SIRUTA
2569,144232,144232,LAU,SB,BÂRGHIŞ,RO126,3,0,SIRUTA
2572,144303,144303,LAU,SB,BLĂJEL,RO126,3,0,SIRUTA
2575,144349,144349,LAU,SB,BRATEIU,RO126,3,0,SIRUTA
2574,144376,144376,LAU,SB,BRĂDENI,RO126,3,0,SIRUTA
2576,144410,144410,LAU,SB,BRUIU,RO126,3,0,SIRUTA
2579,144456,144456,LAU,SB,CHIRPĂR,RO126,3,0,SIRUTA
227,14450,14450,LAU,AG,BÂRLA,RO311,3,0,SIRUTA
2577,144508,144508,LAU,SB,CÂRŢA,RO126,3,0,SIRUTA
2578,144535,144535,LAU,SB,CÂRŢIŞOARA,RO126,3,0,SIRUTA
2581,144553,144553,LAU,SB,DÂRLOS,RO126,3,0,SIRUTA
2582,144599,144599,LAU,SB,GURA RÂULUI,RO126,3,0,SIRUTA
2583,144615,144615,LAU,SB,HOGHILAG,RO126,3,0,SIRUTA
2584,144651,144651,LAU,SB,IACOBENI,RO126,3,0,SIRUTA
2585,144713,144713,LAU,SB,JINA,RO126,3,0,SIRUTA
2586,144731,144731,LAU,SB,LASLEA,RO126,3,0,SIRUTA
2587,144795,144795,LAU,SB,LOAMNEŞ,RO126,3,0,SIRUTA
2588,144866,144866,LAU,SB,LUDOŞ,RO126,3,0,SIRUTA
2589,144893,144893,LAU,SB,MARPOD,RO126,3,0,SIRUTA
2559,144928,144928,LAU,SB,ORAŞ MIERCUREA SIBIULUI,RO126,2,1,SIRUTA
2590,144964,144964,LAU,SB,MERGHINDEAL,RO126,3,0,SIRUTA
2591,144991,144991,LAU,SB,MICĂSASA,RO126,3,0,SIRUTA
2592,145042,145042,LAU,SB,MIHĂILENI,RO126,3,0,SIRUTA
2593,145104,145104,LAU,SB,MOŞNA,RO126,3,0,SIRUTA
2594,145140,145140,LAU,SB,NOCRICH,RO126,3,0,SIRUTA
2595,145202,145202,LAU,SB,ORLAT,RO126,3,0,SIRUTA
2596,145220,145220,LAU,SB,PĂUCA,RO126,3,0,SIRUTA
2597,145275,145275,LAU,SB,POIANA SIBIULUI,RO126,3,0,SIRUTA
2599,145293,145293,LAU,SB,PORUMBACU DE JOS,RO126,3,0,SIRUTA
2600,145355,145355,LAU,SB,RACOVIŢA,RO126,3,0,SIRUTA
2602,145382,145382,LAU,SB,RÂU SADULUI,RO126,3,0,SIRUTA
2603,145408,145408,LAU,SB,ROŞIA,RO126,3,0,SIRUTA
2604,145471,145471,LAU,SB,SADU,RO126,3,0,SIRUTA
2561,145499,145499,LAU,SB,ORAŞ SĂLIŞTE,RO126,2,1,SIRUTA
62,1455,1455,LAU,AB,ORAŞ CÂMPENI,RO121,2,1,SIRUTA
2608,145603,145603,LAU,SB,SLIMNIC,RO126,3,0,SIRUTA
2605,145667,145667,LAU,SB,ŞEICA MARE,RO126,3,0,SIRUTA
2606,145738,145738,LAU,SB,ŞEICA MICĂ,RO126,3,0,SIRUTA
2609,145765,145765,LAU,SB,ŞURA MARE,RO126,3,0,SIRUTA
2610,145792,145792,LAU,SB,ŞURA MICĂ,RO126,3,0,SIRUTA
2562,145827,145827,LAU,SB,ORAŞ TĂLMACIU,RO126,2,1,SIRUTA
231,14584,14584,LAU,AG,BOGAŢI,RO311,3,0,SIRUTA
2612,145907,145907,LAU,SB,TILIŞCA,RO126,3,0,SIRUTA
2613,145934,145934,LAU,SB,TURNU ROŞU,RO126,3,0,SIRUTA
2614,145961,145961,LAU,SB,VALEA VIILOR,RO126,3,0,SIRUTA
2615,145998,145998,LAU,SB,VURPĂR,RO126,3,0,SIRUTA
2563,146012,146012,LAU,SB,ALMA,RO126,3,0,SIRUTA
2573,146021,146021,LAU,SB,BOIŢA,RO126,3,0,SIRUTA
2616,146263,146263,LAU,SV,MUNICIPIUL SUCEAVA,,1,1,SIRUTA
2683,146281,146281,LAU,SV,IPOTEŞTI,RO215,3,0,SIRUTA
2688,146325,146325,LAU,SV,MITOCU DRAGOMIRNEI,RO215,3,0,SIRUTA
2628,146370,146370,LAU,SV,ORAŞ SALCEA,,2,1,SIRUTA
2708,146432,146432,LAU,SV,ŞCHEIA,RO215,3,0,SIRUTA
2617,146502,146502,LAU,SV,MUNICIPIUL CÂMPULUNG MOLDOVENESC,,4,1,SIRUTA
2618,146539,146539,LAU,SV,MUNICIPIUL FĂLTICENI,,4,1,SIRUTA
2625,146584,146584,LAU,SV,ORAŞ GURA HUMORULUI,,2,1,SIRUTA
2619,146628,146628,LAU,SV,MUNICIPIUL RĂDĂUŢI,,4,1,SIRUTA
2629,146655,146655,LAU,SV,ORAŞ SIRET,,2,1,SIRUTA
2630,146708,146708,LAU,SV,ORAŞ SOLCA,,2,1,SIRUTA
232,14673,14673,LAU,AG,BOTENI,RO311,3,0,SIRUTA
2620,146744,146744,LAU,SV,MUNICIPIUL VATRA DORNEI,,4,1,SIRUTA
2632,146799,146799,LAU,SV,ADÂNCATA,RO215,3,0,SIRUTA
2633,146860,146860,LAU,SV,ARBORE,RO215,3,0,SIRUTA
